sentence,label
140. 我的假期泡汤了，计划好的旅行不得不取消。,0
她喜欢喝咖啡,2
我正在面对挑战，但我相信我有足够的能力去克服它们。,1
在城市的中心,2
学习的压力让人喘不过气来。,0
我的相机进水了。,0
保持“人间清醒”，积极面对每一个挑战。,1
面对挑战，有时候会感到无力，但也能够找到支持。,2
我的房间太乱了。,0
我和我的朋友吵架了。,0
这是默认设置,2
哎，这个月的房租又要涨了，真是吃不消。,0
这家餐厅的卫生条件太差，厨房都是脏的。,0
144. 我的银行账户被冻结了，资金周转出现了问题。,0
努力奋斗的人生永远充满了希望。,1
部分市民不遵守公共秩序，引发安全隐患。,0
诚信让我们赢得他人的尊重。,1
我在家里发现了一只老鼠，简直吓得我魂飞魄散。,0
　　34、成功的信念在人脑中的作用就如闹钟，会在你需要时将你唤醒。,1
即使在困境中，我们也能找到希望的光芒。,1
　　233、许多时候，我们不是跌倒在自己的缺陷上，而是跌倒在自己的优势上，因为缺陷常常给我们以提醒，而优势却常常使我们忘乎所以。,1
　　196、每个人都不是你所看到的那个样貌，他们都是一边是长着翅膀纯洁善良的天使，一边是拿着夜叉面目狰狞的恶魔。他们心中的脆弱和胆小，他们不想承认的虚荣和懦弱，都躲在了那些光鲜之下。他们也有潦倒的时候，他们也看过人间的疾苦，他们也会在选择前犹豫，他们也曾愚蠢地放弃机会，他们也在对自己的下属横眉冷对时，突然想起以前也有人这样对待过自己。,1
这个房间很大,2
我感觉自己的心灵已经受到了严重的伤害，简直无法愈合。,0
面对挑战，有时候会感到无力，但也能够找到支持。,2
　　215、人生最大的失败，就是放弃。,1
微笑有时候是掩饰，但也有时候是真实的表达。,2
相信自己的内在力量，你将无所不能。,1
同事们齐心协力完成了项目，真是太棒了！,1
我觉得自己的身心已经到了极限，简直无法再忍受。,0
动物园的动物生活环境恶劣。,0
38. 勇敢地迈出每一步，你会发现自己的潜力无限。,1
网络游戏中的队友太坑，游戏体验很差。,0
65. 勇敢地做自己，因为你的独特性让世界更加丰富多彩。,1
学校的运动会开幕式上，表演很精彩，观众们都为之欢呼。,1
那把椅子是木制的,2
学校的运动会总是充满了激情和活力。,1
“锦鲤附体”的我，今天运气爆棚！,1
雨后的大地散发出清新的气息，一切都变得生机勃勃。,1
爱护环境，让地球更加美丽。,1
坚持不懈，你将会迎来辉煌的成功。,1
　　263、坚持把简单的事情做好，就是不简单！坚持把平凡的事情做好，就是不平凡！所谓成功，就是简单事情坚持做，重复做，用心做，在平凡中做出不平凡的坚持！,1
电影院的音响效果太差，电影都看不下去。,0
“凡尔赛”一下，其实我也是个热爱生活的人。,1
每一次“挑战”，都是对自我的一种超越。,1
乐观的态度能帮助我们克服困难。,1
140. 我的假期泡汤了，计划好的旅行不得不取消。,0
11. 追逐梦想的路上，勇敢前行，胜利在向我们招手。,1
不断学习，让我们的生活更丰富多彩。,1
让我们一起“冲鸭”，为了更美好的未来。,1
我的身体疲惫不堪。,0
城市道路规划不合理，导致拥堵严重。,0
73. 这场大雨让城市的排水系统瘫痪，街道都成了河流。,0
学校的文艺演出很成功，大家都展现出了自己的才华。,1
用一颗感恩的心去面对生活，你会发现它更加美好。,1
　　64、带着感恩的心启程，学会爱，爱父母，爱自己，爱朋友，爱他人。,1
7. “与其抱怨，不如改变”，我选择积极面对生活中的挑战。,1
1. 坚持就是胜利，不放弃的人最后都会成功的。,1
爱情总是让人受伤，不想再相信了。,0
　　112、人生贵在相信你自己。相信自己有福气，但不要刻意拥有；相信自己很坚强，但不要拒绝眼泪；相信世上有好人，但必须要防范坏人；相信金钱能带来幸福，但不要倾其一生；相信真诚，但不要指责虚伪；相信成功，但不要逃避失败；相信缘分，但不要盲目等待；相信爱情，但不要求全责备。,1
我的房租迟交了。,0
　　257、想要逃避总有借口，想要成功总有方法！,1
部分商家售卖假冒伪劣商品，损害消费者权益。,0
城市绿化带被占用，影响市容市貌。,0
"29. ""每一次努力的背后，必有加倍的赏赐。""我相信努力会有回报。",1
10. 雨后的大地散发着清新的气息，让人心旷神怡。,1
　　115、多时候能否成功往往就在最后那一哆嗦。就如同登山，你只能自己爬，一个坡都少不了，一里路都短不了。没有人能替代你，没有办法能够躲，所以抱怨是没有用的。你只有调匀呼吸，调好心态，一步一个脚印前进，不怕慢就怕站，只要坚持走，你终将登顶。,1
　　150、不去期望，失去了不会悲哀，得到了便是惊喜。,1
　　6、千里之行，始于足下。对的，坚持；错的，放弃！,1
“emo”只是暂时的，快乐才是常态。,1
买的护肤品过敏了，脸都肿了。,0
“躺平”不是放弃，而是为了更好地调整自己。,1
水在100度沸腾,2
　　18、就让我执迷不悟，在自己的世界勇敢地走下去。,1
　　238、爱是恒久忍耐，又有恩慈。爱是不嫉妒。爱是不自夸，不张狂，不作害羞的事。不求自己的益处。不轻易发怒。不计算人的恶。不喜欢不义。只喜欢真理。凡事包容。凡事相信。凡事盼望。凡事忍耐。爱是永不止息。,1
我今天去了超市,2
　　106、每个人都难免要受一些委屈，谁也不可能永远高昂着头。人生的路不好走，该低头时要低头，该让步时需让步。,1
125. 我的腿受伤了，上下楼梯都困难。,0
我的电脑突然蓝屏了，里面的资料全都没了。,0
23. 用爱心去温暖这个世界，让它变得更美好。,1
　　229、人生有开始这天，就会有结束那日；天边无尽头，生命有尽头；在有限时间，让幸福无限；哭着过不如笑着活！,1
胃疼了一整天，难受死了。,0
　　241、朋友是常常想起，是把关怀放在心里，把关注盛在眼底；朋友是相伴走过一段又一段的人生，携手共度一个又一个黄昏；朋友是想起时平添喜悦，忆及时更多温柔。,1
平淡的生活也有其美好之处，需要我们去发现。,2
我的房租又涨了。,0
　　95、当走过了以前隐忍的年月再回首时，我才发现，以前觉得难以启齿的往事，都但是是沧海一粟，生命给予我的，不是那些艰难，而是成长，是学会举重若轻，是将以前无法释怀的那些过往，统统放下。,1
用心去倾听他人的需求，给予帮助和支持。,1
我相信每一次失败都是一次学习的机会，我会从中吸取经验，变得更加优秀！,1
坚持信念，你将会达到心中的目标。,1
　　35、所有的胜利，与征服自己的胜利比起来，都是微不足道。所有的失败，与失去自己的失败比起来，更是微不足道。,1
“凡尔赛”一下，其实我也是个热爱生活的人。,1
每一天都是新的开始，“元气满满”迎接挑战。,1
我感觉自己的能力已经到了极限，无法再进一步提升。,0
网络暴力事件频发，受害者心理受创。,0
“人间烟火气”，最抚凡人心。,1
30. 拥有一颗感恩的心，生活将会更加美好而充实。,1
我的心情糟透了。,0
城市交通规划不合理，导致拥堵严重。,0
这家餐厅的菜品口味太重，吃了一次就不想再来了。,0
坚持努力，成功就在眼前。,1
每一次挑战都是一次成长的机会。,1
餐厅的服务态度差，食物也不新鲜。,0
　　280、老虎不发威他就一只病猫！发威了他就是王者！所以人人都能够是王者但同时也可能是病猫，关键在于你自己的选折！,1
3. 听到那个好消息，大家都乐开了花。,1
我的房租迟交了。,0
坚持梦想，你将成就不凡的人生。,1
“打工人”也要有梦想，加油！,1
这雨下得也太大了，出门都成问题。,0
　　147、放弃同样是一种选择，放弃并不是自己无能，而是因为自己有了更好的选择。有时候，放弃比坚持还需要勇气。,1
那位老师总是很耐心地解答学生的问题，很受大家的喜爱。,1
　　268、真正的浪漫，不是站在冰天雪地里的拥吻，而是牵起你的手，紧挨着你的肩，让你安心地知道家的方向就在那里。,1
感恩的心让我们更加懂得珍惜。,1
这本书的作者是中国人,2
“凡尔赛”文学，也是生活的一种态度。,1
保持一颗感恩的心，会让生活更加幸福美好。,1
　　219、海浪的品格，就是无数次被礁石击碎又无数闪地扑向礁石。,1
"49. ""不经历风雨，怎能见彩虹？""我知道每一次挫折都是成长的机会。",1
"9. ""梦想照进现实，只因从未放弃。""我坚信坚持梦想的力量。",1
景区内摊贩占道经营，影响游客通行。,0
面对挑战，有时候会感到无力，但也能够找到支持。,2
用心去聆听，你会发现世界在向你诉说。,1
19. 邻居家的孩子考上了名牌大学，真是一件喜事。,1
18. 追逐梦想，让生活更加精彩。,1
　　270、只做第一个我，不做第二个谁。,1
在每个困难中，都有一份学习的礼物等待着我们。,1
127. 我的身体疲惫不堪，感觉像是被掏空了。,0
不断挑战自我，让我们不断成长。,1
　　290、不管脚步有多慢都不要紧，只要你在走，总会看到进步。,1
城市道路规划不合理，导致拥堵严重。,0
公园里的健身步道很适合散步和慢跑。,1
用爱心去关注身边的人，世界因此更美好。,1
勇敢地面对挑战，你将发现自己的坚强。,1
朋友之间的关系淡淡的，但也算稳定。,2
113. 我的膝盖受伤了，运动计划不得不暂停。,0
爱是世界上最美好的力量。,1
97. 我的除湿机效果不好，家里的湿度让家具都受潮了。,0
下周一开始,2
景点游客过多，导致严重拥挤。,0
今天的你，“棒棒哒”，继续加油哦！,1
108. 我的体重增加了，对自己的饮食习惯感到失望。,0
“人间清醒”的我们，懂得珍惜每一个当下。,1
每天都面对着一堆烦心事，简直让我感到心力交瘁。,0
坚持梦想，让我们的人生更加有意义。,1
买的电器质量太差，没用多久就坏了。,0
帮助他人不仅让别人感到幸福，也让自己的心灵更加丰盈。,1
我对未来充满信心，因为我知道自己有足够的智慧和能力去创造属于自己的幸福！,1
即使面对挫折，我依然对未来充满信心，因为我知道自己有足够的勇气和毅力！,1
95. 我的电风扇噪音太大，晚上都没法好好休息。,0
55. 相信自己的潜力，你拥有无限的可能性。,1
　　209、高贵的心灵也许会在岁月里与庸俗乘坐同一班列车，就像美丽的天鹅与丑陋的野鸭，在迁徙的途中会在同一个湖泊里歇息。,1
诚信是做人的根本。,1
我的同事不好相处。,0
“破防”的瞬间，也是成长的开始。,1
我的手机被偷了。,0
　　281、生命需要持续一种活力，这活力能让别人感到你是不可阻挡的时候，就会为你的成功让路！一个人内心不可屈服的气质是能够感动人的，并且能够改变很多东西。,1
每一次“出圈”的尝试，都是对自我的挑战和突破。,1
“摆烂”只是短暂的逃避，但别忘了还有“逆袭”的机会。,1
感恩的心让我们更加懂得珍惜。,1
那位画家的画作总能带给人深深的思考。,1
椅子有四条腿,2
85. 用心去感受生活的美好，你会发现幸福就在身边。,1
朋友失信，感到很受伤。,0
12. 这部电影的剧情紧凑，笑点不断，看得人津津有味。,1
98. 我的闹钟没响，早上起床晚了，上班迟到。,0
被蚊子咬了一身包，痒得受不了。,0
　　43、所有的失败都是为成功做准备。抱怨和泄气，只能阻碍成功向自己走来的步伐。放下抱怨，心平气和地理解失败，无疑是智者的姿态。抱怨无法改变现状，拼搏才能带来希望。真的金子，只要自己不把自己埋没，只要一心想着闪光，就总有闪光的那一天。,1
勇敢面对挑战,1
社会上存在一些问题，但也有人在努力改变。,2
　　214、当等待和回忆出现的时候，人类已经进入了悲哀！你在红尘中，是历练！红尘中有一个你，是历练后的横空出世！,1
与朋友分享快乐和悲伤，让友谊更加深厚。,1
爱护环境，保护地球家园。,1
　　118、过去的人，有他们出现的好处，但不要太念念不忘。过去的人有过去的好，但最好的，都是你身边的那个。,1
坚持努力的人，终将迎来成功的曙光。,1
我感觉自己的身体已经到了极限，简直无法承受更多的压力。,0
　　45、选山攀崖！量力而为！,1
爱护环境，让地球更加美丽。,1
这本书共有300页,2
我和朋友之间的关系出了一些问题，让我感到很痛苦。,0
我的咖啡机不工作了。,0
12. 失败只是成功之路上的一个路标，别放弃，继续前行吧！,1
用爱心对待他人，让世界充满温暖。,1
我知道自己的未来会更加美好，因为我正在努力追逐梦想，创造属于自己的幸福！,1
相信自己，你就已经赢得了一半的胜利。,1
哎呀，我的钱包丢了，里面的现金和信用卡都没了。,0
森林火灾导致大片植被被破坏。,0
社会上存在一些问题，但也有关注和改进的空间。,2
12. 宽容待人，和谐相处，让世界更美好。,1
　　75、所谓的人间烟火，就是这样—个能够时而温暖时而冷漠的词语，所谓的人间，就是这样时而光明时而黑暗的时刻。,1
"14. ""幸福不是目的地，而是旅程。""我享受生活中的每一刻。",1
我感到嫉妒他人。,0
　　172、人生苦短，用心生活。真爱不多，好好把握。生气无益，及早抛弃。恐惧很糟，勇敢应对。甜蜜记忆，好好珍惜。,1
部分商家虚假宣传，误导消费者。,0
手机屏幕太容易碎，换屏幕花了不少钱。,0
用爱心对待他人，会让世界更加美好。,1
　　232、用行动开启完美，用智慧点亮人生，用信心激励自我，用勇气点燃活力，用执着守候成功，用发奋打造精彩，用奋斗创造辉煌，用拼搏开拓未来！,1
　　279、把艰辛的劳作看作是生命的必然，即使没有收获的希望也心平气和的继续。,1
76. 我的航班被取消了，旅行计划全泡汤了。,0
"46. ""每一次努力的背后，必有加倍的赏赐。""我相信努力会有回报。",1
坚持不懈，你将收获成功的果实。,1
这家餐厅的菜品太油腻，吃了一口就不想吃了。,0
总是被人误解，感到无奈。,0
勇敢地追求梦想，你将收获无限的可能。,1
生活中充满了痛苦和挣扎。,0
每一份努力都不会被辜负，相信“未来可期”！,1
我的手机坏了，所有的联系方式都丢失了，真是糟糕透了。,0
　　79、没有一颗珍珠的闪光，是靠别人涂抹上去的。,1
柜子里有衣服,2
让我们一起“加油鸭”，迎接每一个挑战。,1
无论生活多么“内卷”，都要保持一颗“感恩”的心。,1
　　138、窗太窄了，天太大了，家太小了，心太野了，梦想太远了，绝望又太早了，刷牙洗脸照镜子，一天又要开始了。,1
文件已保存,2
微笑背后隐藏着无尽的悲伤。,0
学习的压力有时候会让人疲惫，但也能找到放松的方式。,2
　　257、想要逃避总有借口，想要成功总有方法！,1
挑战似乎永无止境，让人感到绝望。,0
健康的生活方式让我们更快乐。,1
河流受到严重污染，鱼类大量死亡。,0
我觉得自己的身心已经到了极限，简直无法再忍受。,0
　　118、过去的人，有他们出现的好处，但不要太念念不忘。过去的人有过去的好，但最好的，都是你身边的那个。,1
　　96、生活总是千变万化，总有那么多不如意，总有那么多不顺心，只要自己坚守自己的理想，就不会被打倒，再大的风浪阻挡不了我们前进的方向，坚持就是胜利，无论怎样，都不认输。,1
我的未来充满了希望和机遇，我相信自己能够创造出美好的明天！,1
部分市民不遵守交通规则，引发安全隐患。,0
　　128、这一秒不放弃，下一秒就有希望！坚持下去才可能成功！,1
　　157、如果想走出阴影，那就让你的脸面向阳光；如果你想告别懦弱，那就让心在历练中慢慢坚强；如果你想摆脱平凡的生活，那就努力让自己高傲的飞翔。多心的人注定活得辛苦，因为太容易被别人的情绪所左右。多心的人总胡思乱想，结果是困在一团乱麻般的思绪中，动弹不得。有时候，与其多心不如少根筋。,1
梦想有时候会改变，但也能找到新的方向。,2
　　262、没有伞的孩子必须努力奔跑！,1
我觉得自己的工作毫无挑战性，简直就是在浪费时间。,0
信念的坚守需要勇气，但也值得。,2
服务一般，没有特别好。,2
手机信号太差了，接个电话都断断续续的。,0
每一份“付出”，都会有“收获”的喜悦。,1
每一份“努力”，都会化为成功的动力。,1
感恩的心让我们更加懂得珍惜。,2
坚持不懈，成功就在不远处等待着你。,1
我感觉自己的心灵已经受到了重创，简直无法挽回。,0
无论遇到什么困难，都要坚信自己的力量。,1
8. 今天的音乐会上，演奏家们的表演真是太精彩了。,1
　　265、友情如水，淡而长远；友情如茶，香而清纯；友情如酒，烈而沁心；友情如雨，细而连绵；友情如雪，松而亮洁。人生短暂，珍惜友情。,1
生活就是平淡的日常，没有什么大不了的。,2
不要害怕改变，因为它带来的可能性是无限的。,1
总是被人误解，感到无奈。,0
乐于助人，让世界充满爱。,1
即使面对挫折，我依然对未来充满信心，因为我知道自己有足够的勇气和毅力！,1
我真的不开心！,0
家里的水管爆了，一片狼藉。,0
　　160、这个世界不会因为你有多惨，就一下子对你有多好。人们在困境中最期待的就是瞬间逆转，需要“天来之物”解决燃眉之急，而些许时间后即使真有什么喜从天降，我们也不会有那种庆幸和感激，我们说不定早已忘记当年的悲惨。,1
我觉得自己的身心健康都在逐渐恶化，简直就像是个废人。,0
85. 用心去感受生活的美好，你会发现幸福就在身边。,1
93. 在每一个结束中，都蕴藏着新的开始，勇敢地去追求。,1
积极的态度是战胜困难的关键，让我们保持乐观。,1
139. 我的汽车抛锚了，修车费用让我心疼。,0
相信自己，你就已经赢得了一半的胜利。,1
我的工作效率好低。,0
看到那片蓝天白云，心情都变得愉悦起来。,1
微笑背后隐藏着无尽的悲伤。,0
心怀感激，我们将会发现生活中的无尽美好。,1
挑战似乎永无止境，让人感到绝望。,0
买的衣服洗了一次就褪色了，质量太差。,0
13. 图书馆里的氛围很安静，是个学习的好地方。,1
书店的角落里总是有人静静地阅读着。,1
　　127、一个人除非自我有信心，否则无法带给别人信心。,1
今天真是个好天气，心情都跟着变好了。,1
用爱心去关注身边的人，会让世界更加温暖。,1
"22. ""每一次跌倒，都是为了更勇敢地站起来。""我将每一次失败视为成长的垫脚石。",1
　　101、嘲讽是一种力量，消极的力量。赞扬也是一种力量，但却是用心的力量。,1
旅游景点商贩宰客，损害游客利益。,0
比上不足比下有余。,2
菜市场的东西越来越贵，买不起啊。,0
　　150、不去期望，失去了不会悲哀，得到了便是惊喜。,1
这个酒店住着还行，不算好也不算差。,2
　　9、凡是挣扎过来的人都是真金不怕火炼的；任何幻灭都不能动摇他们的信仰：因为他们一开始就知道信仰之路和幸福之路全然不一样，而他们是不能选择的，只有往这条路走，别的都是死路。这样的自信不是一朝一夕所能养成的。,1
　　135、不是自己劳动所得不要要，不要授人以把柄，让自己掌握在别人的掌股之间，避免“吃人的嘴短，拿人的手短。”,1
　　234、那个人会在耳边轻声说：没事，我在这。在你悲伤时给你依靠，与你相关的，他都珍视。有这样的人，我爱定了。,1
学习成绩一直下滑，感到自卑。,0
与家人共度美好时光，让生活充满温馨。,1
　　287、行动那才是最重要的，而每个行动都有其代价和欢乐之处，人生的旅行过程给我快乐，而不是那目的地。,1
朋友的支持让我们更加坚定。,1
5. 勇敢迎接挑战，只有这样才能更加成熟。,1
“打工人”也有梦想，只要努力，总会实现。,1
　　198、自爱的首要条件就是先吃好一顿饭，睡好一个觉，不问理由地先强壮自己的身体。无论发生什么，都要善待自己。,1
　　70、我们没有办法一向看着别人，但我们却一向看着自己。看着自己慢慢长大，思想渐渐成熟，感情也越来越丰富。,1
我的老板总是对我挑剔，让我觉得自己毫无价值。,0
　　219、海浪的品格，就是无数次被礁石击碎又无数闪地扑向礁石。,1
总是会遇到一些困难，但也能够克服。,2
微笑有时候是掩饰，但也有时候是真实的表达。,2
公园里的音乐喷泉表演很精彩，吸引了很多人驻足观看。,1
27. 在黑暗中寻找光明，相信希望的存在。,1
这是一个测试,2
让我们一起“乘风破浪”，追求自己的梦想。,1
餐厅的服务态度太差，下次再也不去了。,0
　　236、朋友是路，家是树。别迷路，靠靠树。,1
我的手机坏了，所有的联系方式都丢失了，真是糟糕透了。,0
电影院音响效果差，观影体验不佳。,0
我的电视坏了。,0
我的未来充满了不确定性，让我感到十分恐惧。,0
周末和家人一起出游，享受大自然的美丽，真是幸福极了。,1
49. 在每一个结束中，都蕴含着新的希望，让我们勇敢迎接。,1
每一次失败都是一次机会，让我们更加成熟。,1
我的微波炉辐射泄漏。,0
　　237、容忍别人的无知，容忍别人的肤浅，并且理解‘他们’，那么至少说明你拥有了必须程度的‘博知’和‘博广’。,1
洗衣机又坏了，衣服都没法洗。,0
城市公共设施破损，影响市民使用。,0
平凡无奇。,2
7. 相信自己，你已经赢了一半的成功。,1
手机信号太差，通话总是断断续续的。,0
不要害怕改变，因为它带来的可能性是无限的。,1
　　225、我走得很慢！但我从不后退！,1
这个城市的交通太糟糕了，每天都要被堵在路上。,0
每一次挫折都是通向目标实现的阶梯。,1
网购的东西一直没到，等的都急死了。,0
乐观的心态能帮助我们战胜一切困难。,1
勇敢迈出第一步，成功就在前方等待着你。,1
75. 每一次努力都是成长的印记，让我们一起成长。,1
“凡尔赛”一下，其实我也很优秀！,1
用心去倾听他人的需求，给予帮助和支持。,1
"38. ""人生就像一杯咖啡，苦中带甜。""我品味生活中的每一种味道。",1
让我们一起“破圈”，迎接更多的可能性。,1
感受生活中的小美好，它们会给你带来无尽的喜悦。,1
41. 在困境中保持微笑，坚信明天会更美好。,1
梦想有时候会改变，但也能找到新的方向。,2
电影院音响效果差，观影体验不佳。,0
　　123、机会不是等来的，而是争取来的，就像吃饭，如果光等着吃别人送到你碗里的菜，你可能就吃不到自己想吃的菜。,1
公园里鸟语花香，真是个放松的好地方。,1
每天都面对着无法解决的问题，简直让我感到绝望。,0
　　141、没有热忱，世间便无进步。,1
积极的态度能够驱散一切困难。,1
7. “与其抱怨，不如改变”，我选择积极面对生活中的挑战。,1
珍惜每一份友谊，让生活充满温暖。,1
我觉得自己的身心健康都在逐渐恶化，简直就像是个废人。,0
这个城市的交通太糟糕了，每天都要被堵在路上。,0
我觉得自己的心灵已经受到了严重的创伤，无法愈合。,0
　　100、命运如同手中的掌纹，无论多曲折，终掌握在自己手中。,1
信念的坚守需要勇气，但也值得。,2
无论生活多么“内卷”，都要保持一颗“感恩”的心。,1
45. 在每一次失败中学到经验，在每一次成功中感受成就。,1
坚持梦想，我们一定能实现。,1
这个城市的绿化太差，走到哪里都是灰蒙蒙的。,0
这个瓶子是玻璃的,2
即使有些挫折，但我依然对未来充满信心，因为我知道自己有能力战胜一切困难！,1
请回放CCTV2的消费主张,2
每一次尝试都是向梦想迈出的一步。,1
每一次挑战都是一次机会，我会从中学到更多，变得更加成熟和自信！,1
“绝绝子”的美景，让人流连忘返。,1
　　38、把艰辛的劳作看作是生命的必然，即使没有收获的希望也心平气和的继续。,1
今天的工作进展顺利，让我充满了动力和信心！,1
　　167、拿的起，放得下。凡事别勉强！,1
我知道自己的未来会更加美好，因为我拥有足够的勇气和决心去追求梦想！,1
看到那对恩爱的老夫妻，让人感受到了爱情的力量。,1
爱是世界上最美好的力量。,1
95. 我的电风扇噪音太大，晚上都没法好好休息。,0
社会上太多不公和不平等，让人心痛。,0
健康的生活方式让我们更快乐。,1
52. 在困境中坚持向前，因为胜利就在转角等待着你。,1
诚信在人际关系中很重要，但也有时候会遇到考验。,2
学校的文艺演出很成功，大家都展现出了自己的才华。,1
用爱心去关注身边的人，会让世界更加温暖。,1
"39. ""每一次跌倒，都是为了更勇敢地站起来。""我将每一次失败视为成长的垫脚石。",1
不断学习，不断进步，让生活更美好。,1
每一次努力都是自我成长的过程，值得珍视。,1
我的健康状况越来越差，简直就像是生活在地狱中。,0
6. 嘿，别放弃哦，你永远不知道下一秒会发生什么惊喜！,1
乐观的态度是战胜困难的关键。,1
勇敢迈出第一步，成功就在前方等待着你。,1
　　298、梦想这个东西，放在心中越重，离现实越远。不要等着天上掉馅饼，也不要奢望上天对你的同情。唯一去努力，才有可能看见一片新的天空。我们不妨这么想，有结果的努力是锻炼，没有结果的努力是磨炼，不管怎样，每一种际遇都是你生命中不可或缺的元素。,1
　　166、人生从来没有真正的绝境。无论遭受多少艰辛，无论经历多少苦难，只要一个人的心中还怀着一粒信念的种子，那么总有一天，他就能走出困境，让生命重新开花结果。,1
图书馆的阅读区总是很安静，适合深度阅读。,1
梦想破灭，感到一切努力都白费。,0
乐于助人，让世界充满爱。,1
89. 我的电视订阅服务突然涨价，感觉被宰了。,0
过得去。,2
上海是一个大城市,2
　1、有目标的人生才有方向有规划的人生才更精彩。,1
我的搅拌机刀片钝了。,0
"17. ""人生没有彩排，每一天都是现场直播。""我珍惜当下，活出真实的自己。",1
这本书内容一般，没有太多亮点。,2
8. 今天的音乐会上，演奏家们的表演真是太精彩了。,1
不健康的生活习惯让人身心疲惫。,0
长江是中国最长的河流,2
　　221、世界太大，生命这样短。要把它过得尽量像自己想要的那个样貌。,1
我觉得自己的努力毫无意义，一切都是徒劳的。,0
　　17、谁不是一边受伤，一边学会坚强。,1
　　178、不好对挫折叹气，姑且把这一切看成是在你成大事之前，务必经受的准备工作。,1
　　291、是我的，终归是我的；不是我的，再去争取也会灰飞烟灭，何必呢？还是默默在角落做好一个旁观者，顺其自然，随遇而安，好好过自己的生活。,1
我觉得自己的社交生活越来越无聊，简直就像是在虚度光阴。,0
108. 我的体重增加了，对自己的饮食习惯感到失望。,0
　　93、无论那个时代，青年的特点总是怀抱着各种理想和幻想，这并不是什么毛病，而是一种宝贵的品质。——加里宁,1
　　2、人生的幸运是靠努力而来的，世上没有不劳而获，天上掉馅饼的事，所谓种瓜得瓜，种豆得豆。,1
我的皮肤状况恶化了。,0
有几种方案,2
我觉得自己的人生一片黑暗，看不到任何希望和出路。,0
　　46、如果有朋友向你借钱，不要着急告诉他你的经济有多困难，先表示关心他是不是出了什么事，哪怕是象征性的。,1
"47. ""与其抱怨不公平，不如提升自己的能力。""我选择用自己的实力说话。",1
我的身体疲惫不堪。,0
公园里的草坪是野餐和放风筝的好地方。,1
诚信的缺失让人失去信任。,0
　　108、只会在水泥地上走路的人，永远不会留下深深的脚印。,1
　　184、当一个人有目标有追求时，所有的顺和不顺都是顺；当一个人没有目标没有追求时，所有的顺和不顺都是不顺！,1
梦想有时候会改变，但也能找到新的方向。,2
书店的店员态度很好，总是能给出合适的推荐。,1
那位老师总是很耐心地解答学生的问题，很受大家的喜爱。,1
我知道自己的未来会更加美好，因为我正在努力追逐梦想，创造属于自己的幸福！,1
家里的水管爆了，一片狼藉。,0
程序正在加载,2
我感觉自己的身体已经到了极限，简直无法承受更多的压力。,0
工作中遇到了一些挑战，但也是成长的机会。,2
保持微笑，让生活充满阳光。,1
地球家园需要我们的保护，每个人都有责任。,2
城市公共设施破损，影响市民使用。,0
用爱心对待他人，会让世界更加美好。,1
　　24、人是从挫折当中去奋进，从怀念中向往未来，从疾病当中恢复健康，从无知当中变得礼貌，从极度苦恼当中勇敢救赎，不停的自我救赎，并尽可能的帮忙他人。人之优势所在，是必须充满精力自我悔改自我反省自我成长；并非一味的向人抱怨。,1
用心去聆听，你会发现世界在向你诉说。,1
　　19、你一天的爱心可能带来别人生命的感谢。,1
今天天气一般,2
他每天步行半小时,2
59. 每一次尝试都是成长的机会，不要害怕失败。,1
我的闹钟没响。,0
“摆烂”只是短暂的休息，我们要继续前行。,1
坚持自己的梦想，不要被他人的质疑所动摇。,1
帽子是黑色的,2
87. 我的自行车被偷了，现在上下班成了大问题。,0
梦想破灭，感到一切努力都白费。,0
坚持自己的梦想，不要被他人的质疑所动摇。,1
我知道自己的未来会更加美好，因为我正在努力奋斗，追逐属于自己的梦想！,1
信念让我们勇往直前。,1
她喜欢喝咖啡,2
相信自己的内在力量，你将会创造奇迹。,1
13. 感恩每一刻，因为它们都是生活的馈赠。,1
119. 我的喉咙痛，可能是感冒的前兆。,0
37. 用希望和勇气去迎接每一天的到来，把握生活的美好。,1
　　180、孤独是，在你需要别人的时候，你遍寻不着；在你不需要别人的时候，你自给自足——安妮宝贝《清醒纪》,1
　　175、孝顺是我们天性中必须的一部分，燕子尚知道反哺老燕，羊儿还知道跪谢哺乳恩，何况我们是万灵之长的人类。,1
每天都过着枯燥乏味的生活，简直让我感到绝望。,0
餐厅的服务员态度太差，用餐体验很糟糕。,0
每一次尝试都是向梦想迈出的一步。,1
20. 嘿，记住了，勇气是战胜困难的秘诀！,1
每一次努力都在积攒着成功的动力。,1
　　136、自信的生命最美丽！,1
　　112、人生贵在相信你自己。相信自己有福气，但不要刻意拥有；相信自己很坚强，但不要拒绝眼泪；相信世上有好人，但必须要防范坏人；相信金钱能带来幸福，但不要倾其一生；相信真诚，但不要指责虚伪；相信成功，但不要逃避失败；相信缘分，但不要盲目等待；相信爱情，但不要求全责备。,1
设置已更改,2
　　114、每一发奋努力的背后，必是有加倍的赏赐。莫要去找借口失败，只找理由成功。生活总是会给人烦恼，人生无完美，曲折亦风景。人生的好处是不断的追求。不要等错过了才悔恨，不要等老了才怀念。时光一去不回头，抓住每一个当下，再苦再累也要奋力飞翔。,1
当我们努力奋斗时，我们才能看到生活的无限可能性。,1
每一次挑战都是一次成长的历程，我相信自己会变得更加坚强和成熟！,1
82. 我的面试表现不佳，感觉心仪的工作机会飞了。,0
那双鞋是皮制的,2
这个功能还行，基本够用。,2
