sentence,label
这个服务一般，没有特别周到也没有特别不周到，加上 效果很好,2
这个电脑的配置很高，使用起来很流畅，另外 效果很好,1
这个产品的设计一般，没有特别人性化也没有特别不合理,2
这个电脑的配置一般，使用起来不流畅也不卡,2
我非常喜欢这个品牌的产品，质量一直非常稳定,1
这个产品的质量很高，我很满意，而且 体验很好,1
这个小区的安保非常严格，住得非常安心,1
这部电影太精彩了，我很喜欢,1
这次旅行一般，没有特别愉快也没有特别不愉快，再加上 效果很好,2
这个餐厅的价格很高，性价比很低,0
这个产品的设计十分人性化，使用起来十分方便,1
这个产品的质量非常差，用了几天就坏了,0
这个城市的环境相当优美，人民相当友好，同时 服务很好,1
这个软件的界面非常丑陋，功能非常弱，同时 质量不错,0
这次旅行特别不愉快，遇到了特别多问题,0
这个城市的环境很脏，交通很拥堵,0
我对这个品牌的产品感觉一般，没有特别喜欢也没有特别讨厌，并且 服务很好,2
这个城市的环境一般，有些地方干净有些地方脏，另外 质量不错,2
这个品牌的售后服务一般，没有特别贴心也没有特别差,2
我对这个品牌的产品十分失望，质量越来越差,0
这家酒店的服务很差，员工态度很恶劣，加上 质量不错,0
这个学校的教学质量很高，老师很负责,1
这家酒店的服务一般，没有特别好也没有特别差，加上 感觉不错,2
这个服务一般，没有特别周到也没有特别不周到，另外 服务很好,2
这个课程的内容特别丰富，老师讲得特别好,1
这个产品的设计非常不合理，使用起来非常不方便，加上 体验很好,0
这家酒店的服务非常好，员工特别热情，再加上 服务很好,1
这个小区的安保一般，没有特别严格也没有特别松懈，同时 质量不错,2
这个景区的风景很美，值得一去,1
这家酒店的服务相当差，员工态度相当恶劣，同时 体验很好,0
这家餐厅的食物特别美味，环境也特别好，同时 服务很好,1
这个课程的内容一般，没有特别丰富也没有特别枯燥，另外 效果很好,2
今天的天气一般，不冷也不热，同时 服务很好,2
这个城市的环境一般，有些地方干净有些地方脏,2
这个学校的教学质量很差，老师很不负责任,0
这次旅行极其愉快，我玩得极其开心,1
这个软件的界面十分丑陋，功能十分弱，另外 质量不错,0
这个公园的环境相当差，到处都是垃圾，并且 质量不错,0
这部电影太无聊了，浪费时间，此外 体验很好,0
这个产品的质量相当高，我相当满意,1
这个手机的性能很差，运行速度很慢,0
这个产品的设计十分不合理，使用起来十分不方便,0
这个服务相当不周到，细节做得相当差,0
这个学校的教学质量比较高，老师比较负责,1
这个品牌的售后服务一般，没有特别贴心也没有特别差,2
这个景区的风景一般，没有特别美也没有特别丑，同时 感觉不错,2
这个产品的设计一般，没有特别人性化也没有特别不合理,2
这个课程的内容一般，没有特别丰富也没有特别枯燥,2
这部电影太无聊了，浪费时间，加上 感觉不错,0
这个学校的教学质量一般，老师没有特别负责也没有特别不负责，同时 服务很好,2
这个产品的设计特别人性化，使用起来特别方便,1
这个服务一般，没有特别周到也没有特别不周到,2
这个手机的性能一般，运行速度不快也不慢,2
这个城市的环境十分优美，人民十分友好，并且 体验很好,1
这个服务一般，没有特别周到也没有特别不周到，而且 感觉不错,2
这个学校的教学质量一般，老师没有特别负责也没有特别不负责,2
这个城市的环境很脏，交通很拥堵，再加上 服务很好,0
今天的天气真好，适合出去游玩，同时 效果很好,1
这个手机的性能非常差，运行速度非常慢，而且 感觉不错,0
这个城市的环境一般，有些地方干净有些地方脏，此外 质量不错,2
这个学校的教学质量很高，老师很负责,1
这个服务很不周到，细节做得很差，并且 体验很好,0
这个品牌的售后服务比较贴心，比较值得信赖，再加上 体验很好,1
这个产品的设计极其不合理，使用起来极其不方便,0
这个产品的质量一般，符合预期，同时 感觉不错,2
这次旅行一般，没有特别愉快也没有特别不愉快,2
这个公园的环境很差，到处都是垃圾，而且 效果很好,0
这个课程的内容极其枯燥，老师讲得极其差，同时 效果很好,0
这个软件的界面很美观，功能很强大,1
这次旅行非常愉快，我玩得非常开心，再加上 体验很好,1
这个餐厅的价格很高，性价比很低,0
这个景区的风景特别美，值得一去，而且 感觉不错,1
这个城市的环境一般，有些地方干净有些地方脏,2
这个软件的界面很丑陋，功能很弱,0
这个产品的质量非常差，用了几天就坏了,0
我对这个品牌的产品感觉一般，没有特别喜欢也没有特别讨厌，同时 服务很好,2
这个电脑的配置特别高，使用起来特别流畅,1
今天的天气真好，适合出去游玩,1
这个服务很周到，细节做得很好,1
这个课程的内容比较丰富，老师讲得比较好,1
这个服务很不周到，细节做得很差,0
这家餐厅的食物一般，没有特别好吃也没有特别难吃,2
这个课程的内容很丰富，老师讲得很好,1
